gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,Churn,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,AvgChargesPerMonth,IsLongTermCustomer,HasStreamingService,HasSecurityBackup
0,0,1,1,1,0,1,1,1,1,0,1,0,76.3,0,0,0,0,0,0,0,0,75.1296875,1,1,1
0,1,0,0,1,1,0,1,0,0,0,0,1,79.4,1,1,0,0,0,0,1,0,68.35000000000001,0,0,1
0,0,0,0,1,0,0,1,1,0,0,0,1,81.15,1,1,0,0,0,0,1,0,73.25384615384615,0,0,1
0,0,1,1,1,1,0,1,0,1,1,1,1,103.75,0,1,0,0,1,1,0,0,103.52132352941176,1,1,1
0,0,1,1,1,0,0,0,1,0,0,1,0,86.45,0,1,0,1,0,0,1,0,84.60166666666667,1,1,0
0,0,0,0,1,0,0,1,0,0,0,0,0,75.1,0,1,0,0,0,0,0,0,75.803125,0,0,1
1,0,0,0,1,0,0,1,0,1,0,0,0,80.6,0,1,0,0,1,0,0,0,80.33636363636363,1,0,1
1,0,1,0,1,0,0,0,0,0,0,0,0,19.3,0,0,1,0,1,1,0,0,18.12222222222222,1,0,0
0,1,0,0,1,1,0,0,0,0,0,1,1,84.6,1,1,0,0,0,0,1,0,90.025,0,1,0
0,0,0,0,0,0,1,0,0,1,0,0,1,33.6,0,0,0,1,0,0,0,1,36.2875,0,0,1
0,1,1,0,1,1,0,0,0,0,1,0,1,83.25,0,1,0,0,0,0,1,0,77.0125,0,1,0
0,0,1,1,1,0,1,1,1,0,1,1,0,80.85,0,0,0,0,1,0,0,1,1397.475,0,1,1
0,0,0,0,1,1,1,0,0,0,0,0,1,79.05,1,1,0,0,0,0,1,0,72.41666666666667,0,0,1
0,0,1,0,1,1,0,1,1,1,1,1,1,108.05,0,1,0,1,0,1,0,0,109.52153846153846,1,1,1
0,0,0,0,1,0,0,0,0,0,0,0,0,19.9,0,0,1,0,0,0,0,1,21.363333333333333,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,21.05,0,0,1,1,0,0,0,0,22.147916666666664,0,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,30.15,0,0,0,0,0,0,1,0,29.4,0,0,1
1,0,0,0,1,0,0,0,0,0,0,1,1,79.85,0,1,0,0,0,1,0,0,83.375,0,1,0
0,0,1,0,0,0,1,1,1,1,1,1,0,65.5,0,0,0,0,1,0,0,0,68.32916666666667,1,1,1
0,0,1,1,1,1,1,1,0,0,1,1,1,104.1,0,1,0,0,0,0,0,0,104.55185185185185,1,1,1
0,0,0,0,1,1,0,0,0,0,0,0,0,74.4,1,1,0,0,0,0,0,0,71.93333333333334,0,0,0
1,0,1,1,1,0,0,0,0,0,0,0,1,20.5,0,0,1,0,0,0,0,1,19.4,0,0,0
0,1,1,1,1,1,0,0,1,0,1,0,1,91.35,0,1,0,0,0,0,0,1,90.5171875,1,1,0
1,1,0,0,1,1,0,0,1,0,1,1,1,99.05,1,1,0,0,0,0,1,0,97.02285714285715,1,1,0
1,0,1,1,1,0,0,0,0,0,0,0,0,20.5,0,0,1,0,1,0,0,0,21.695714285714285,1,0,0
1,1,0,0,1,0,0,0,0,0,0,0,0,44.95,1,0,0,0,0,0,0,1,42.575,0,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,75.6,0,1,0,0,0,0,1,0,66.94375,0,0,1
1,0,0,0,1,0,1,0,0,1,0,0,0,55.1,0,0,0,0,0,0,0,1,56.96136363636364,0,0,1
0,0,0,0,1,0,1,0,1,1,0,0,0,58.95,0,0,0,0,0,0,1,0,63.67666666666666,0,0,1
1,0,0,0,1,1,0,0,0,0,1,1,1,95.1,0,1,0,0,0,0,1,0,98.3,0,1,0
1,0,1,0,1,0,0,0,0,0,0,0,0,44.7,1,0,0,0,0,1,0,0,44.7,0,0,0
0,0,1,1,1,1,0,0,0,0,0,0,0,25.45,0,0,1,0,1,0,0,0,25.54014084507042,1,0,0
1,0,0,0,1,0,1,0,1,0,0,0,0,56.75,0,0,0,0,0,0,1,0,61.2875,0,0,1
1,0,0,0,1,1,1,1,1,1,0,1,0,81.75,0,0,0,0,0,0,0,0,81.152,1,1,1
0,0,1,1,1,0,0,1,0,0,1,0,1,86.1,0,1,0,0,0,0,1,0,85.1171875,1,1,1
1,1,1,0,0,0,1,0,0,0,0,0,0,29.8,0,0,0,0,0,0,0,0,31.49285714285714,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,1,20.5,0,0,1,1,0,0,0,1,21.51764705882353,0,0,0
1,1,1,0,1,0,1,0,0,0,1,0,0,60.9,0,0,0,0,0,0,0,0,68.99375,0,1,1
0,1,0,0,1,1,1,0,1,1,0,1,0,73.25,0,0,0,0,1,0,0,0,72.39642857142857,1,1,1
1,0,0,0,1,0,0,0,0,0,0,0,1,45.7,1,0,0,0,0,0,0,1,45.7,0,0,0
1,1,0,0,1,0,1,0,0,1,1,1,0,100.3,1,1,0,0,0,1,0,0,104.04375,0,1,1
1,0,0,0,1,0,0,0,0,0,0,0,0,19.25,1,0,1,0,0,0,1,0,16.04285714285714,0,0,0
1,0,0,1,1,0,0,0,0,0,0,0,0,20.85,0,0,1,0,0,0,0,1,20.216666666666665,0,0,0
0,0,0,0,1,0,1,1,1,1,1,0,0,77.35,0,0,0,0,1,1,0,0,78.17042253521127,1,1,1
0,0,0,0,1,1,0,0,0,0,1,1,1,96.0,1,1,0,0,0,0,1,0,87.4,0,1,0
0,0,0,0,1,0,0,0,0,0,1,1,0,90.55,1,1,0,0,0,0,1,0,90.55,0,1,0
1,0,1,0,1,1,1,1,0,0,1,0,1,93.85,0,1,0,0,0,0,0,0,96.59387755102041,1,1,1
1,0,0,0,1,0,0,1,1,1,1,0,0,70.1,0,0,0,0,1,0,0,0,69.80948275862069,1,1,1
1,1,1,0,0,0,0,1,0,0,0,0,1,30.35,1,0,0,0,0,0,1,0,30.902272727272727,1,0,1
0,0,1,1,1,0,0,1,0,1,1,1,1,75.95,0,0,0,0,1,1,0,0,76.98898305084747,1,1,1
1,0,0,0,1,1,1,0,1,1,1,1,1,108.05,1,1,0,0,1,0,1,0,106.08661971830985,1,1,1
1,0,0,0,1,0,0,0,0,0,0,0,1,69.9,1,1,0,0,0,0,1,0,69.9,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,75.25,0,1,0,0,0,0,1,0,80.78636363636363,0,0,0
1,1,1,0,1,1,0,1,1,0,1,1,1,103.75,1,1,0,1,0,0,1,0,102.95725806451614,1,1,1
0,0,1,1,1,0,1,0,0,1,0,0,1,54.95,0,0,0,1,0,0,0,0,54.74285714285714,1,0,1
0,0,0,0,1,0,0,0,0,0,0,0,1,19.5,0,0,1,0,0,0,0,0,20.65,0,0,0
1,0,1,1,1,0,0,0,0,0,0,0,0,19.6,0,0,1,0,1,0,0,1,20.223750000000003,1,0,0
0,0,0,0,1,0,1,0,0,0,0,0,1,47.85,0,0,0,1,0,0,1,0,48.369230769230775,1,0,1
1,0,0,0,1,1,0,0,0,0,0,1,1,86.6,1,1,0,0,0,0,1,0,86.6,0,1,0
0,0,1,1,1,1,0,0,0,0,0,0,0,23.75,0,0,1,0,1,0,0,0,23.322916666666668,1,0,0
0,1,1,0,1,1,0,1,0,0,0,0,1,80.6,1,1,0,0,0,0,0,0,80.5,1,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,43.8,0,0,0,0,0,0,0,0,45.07916666666667,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,19.75,0,0,1,0,0,0,0,0,19.75,0,0,0
1,0,0,1,1,0,0,0,0,0,0,0,0,19.15,0,0,1,0,0,0,0,1,19.901851851851852,1,0,0
1,0,1,1,1,0,0,0,0,0,0,0,0,19.6,0,0,1,1,0,1,0,0,19.96470588235294,1,0,0
0,0,1,0,1,0,1,0,1,0,0,0,0,80.3,0,1,0,0,1,0,0,0,80.60089285714285,1,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,24.35,0,0,1,0,1,1,0,0,24.54913793103448,1,0,0
0,0,1,1,1,1,0,0,0,0,0,0,0,25.25,0,0,1,0,1,1,0,0,25.245454545454546,0,0,0
0,0,1,1,1,1,0,0,0,0,0,0,0,26.1,0,0,1,0,1,1,0,0,22.555,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,20.0,0,0,1,0,1,1,0,0,20.65,0,0,0
0,0,0,0,1,1,0,1,0,1,0,0,0,85.3,1,1,0,0,0,1,0,0,83.35714285714286,1,0,1
0,0,0,0,1,0,0,0,0,0,0,0,1,70.0,1,1,0,0,0,1,0,0,71.06176470588235,1,0,0
0,1,0,0,1,1,0,0,0,0,1,1,1,94.3,1,1,0,0,0,0,1,0,106.1125,0,1,0
1,0,1,0,1,0,0,0,0,0,0,0,0,20.7,0,0,1,0,1,0,0,0,20.72361111111111,1,0,0
1,0,0,0,1,0,0,0,0,1,1,1,0,70.3,0,0,0,0,0,0,1,0,66.2,0,1,0
0,0,0,0,1,0,0,0,1,0,1,1,1,95.35,1,1,0,0,0,0,1,0,94.41428571428571,0,1,0
1,1,1,0,1,1,0,0,0,0,0,0,1,75.5,1,1,0,0,0,0,1,0,70.1462962962963,1,0,0
1,0,1,1,1,0,0,0,0,0,0,0,1,69.55,0,1,0,0,0,0,0,1,71.225,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,19.85,0,0,1,0,1,0,0,1,21.195945945945947,1,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,20.0,0,0,1,0,0,0,0,1,19.89047619047619,0,0,0
0,1,1,0,1,1,0,0,0,0,1,1,1,95.85,0,1,0,1,0,1,0,0,94.64622641509433,1,1,0
0,0,0,0,1,1,0,0,0,1,0,1,1,90.1,1,1,0,0,0,0,1,0,89.59722222222223,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,68.95,1,1,0,0,0,0,1,0,59.875,0,0,0
1,0,1,1,1,1,1,0,0,0,1,1,1,99.55,1,1,0,0,0,1,0,0,100.1453125,1,1,1
1,1,1,0,1,0,0,0,0,0,0,0,1,20.75,0,0,1,1,0,0,1,0,21.09565217391304,0,0,0
1,0,0,0,1,0,1,0,0,0,0,0,1,50.15,0,0,0,0,0,0,0,1,53.61666666666667,0,0,1
0,0,1,1,0,0,1,1,0,1,1,1,0,58.65,0,0,0,0,1,0,0,1,58.38380281690141,1,1,1
1,0,0,0,1,0,0,0,0,1,1,1,1,95.9,0,1,0,0,0,0,0,0,91.9388888888889,0,1,0
0,0,0,0,1,0,0,1,0,0,0,0,0,49.5,0,0,0,0,0,0,1,0,49.5,0,0,1
1,0,1,1,1,0,0,0,1,0,0,1,0,57.45,1,0,0,0,0,0,1,0,55.047222222222224,0,1,0
1,0,1,1,1,0,0,0,0,0,0,1,0,53.65,1,0,0,1,0,1,0,0,58.02916666666667,0,1,0
1,0,1,0,1,1,1,1,1,1,0,1,1,80.1,0,0,0,0,1,0,0,1,78.66760563380281,1,1,1
0,0,0,0,1,1,0,0,0,0,0,0,1,24.4,0,0,1,1,0,0,0,0,25.01875,1,0,0
1,0,0,0,0,0,0,0,0,1,0,1,1,40.05,0,0,0,0,0,0,1,0,40.6125,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,1,19.5,0,0,1,0,0,0,0,1,20.443478260869565,0,0,0
0,0,1,1,1,0,1,0,0,0,0,0,0,51.05,0,0,0,0,0,1,0,0,52.97435897435897,1,0,1
1,0,1,0,1,0,1,0,0,1,0,0,0,54.35,0,0,0,1,0,0,0,1,50.94464285714286,1,0,1
0,1,0,0,1,0,0,1,0,0,1,0,1,84.7,0,1,0,0,0,0,1,0,78.5,0,1,1
0,1,1,0,1,0,0,0,1,0,0,1,1,86.1,0,1,0,0,0,0,1,0,85.81,1,1,0
1,0,0,0,1,0,0,0,0,0,0,0,1,70.35,0,1,0,0,0,0,0,1,68.9972972972973,1,0,0
0,1,1,0,1,0,1,1,1,1,1,1,1,110.0,0,1,0,0,1,0,0,0,111.13916666666667,1,1,1
1,1,0,0,1,1,0,0,1,0,1,1,1,100.6,1,1,0,0,0,0,1,0,102.425,0,1,0
0,0,0,0,1,1,1,0,1,0,1,0,0,94.9,0,1,0,1,0,1,0,0,98.19680851063829,1,1,1
1,0,1,1,1,1,0,0,0,0,1,0,1,83.75,1,1,0,0,0,0,1,0,79.63846153846154,1,1,0
0,1,1,1,1,0,1,0,0,1,1,0,1,88.3,1,1,0,0,0,0,0,1,91.25,0,1,1
0,0,1,1,1,0,0,0,0,0,0,0,1,69.75,0,1,0,0,0,0,0,0,71.154,1,0,0
1,0,1,1,1,1,0,0,0,1,1,1,0,71.6,0,0,0,0,0,0,0,0,72.48518518518519,1,1,0
0,1,0,0,1,0,0,0,1,0,1,1,1,92.1,1,1,0,0,0,0,1,0,91.24375,0,1,0
0,0,1,0,1,1,0,0,0,0,0,0,0,23.65,0,0,1,0,1,0,0,0,22.850806451612904,1,0,0
0,0,1,0,1,0,1,0,1,1,1,1,0,81.85,0,0,0,0,1,0,0,0,83.44225352112676,1,1,1
1,0,0,0,1,1,0,0,0,0,0,0,0,25.1,0,0,1,0,1,0,0,1,25.722727272727273,1,0,0
1,0,1,1,1,1,1,1,1,1,1,1,1,114.7,0,1,0,0,1,0,0,0,115.43897058823529,1,1,1
0,0,0,0,0,0,0,0,1,0,1,1,0,49.15,0,0,0,0,0,0,1,0,49.95384615384615,0,1,0
1,0,1,0,1,0,0,0,0,0,0,1,1,80.9,0,1,0,1,0,0,1,0,81.38392857142857,1,1,0
1,0,1,0,1,0,1,1,0,0,0,0,1,79.45,1,1,0,0,0,0,1,0,79.29078947368421,1,0,1
1,1,0,0,1,0,0,0,0,0,1,1,0,90.45,1,1,0,0,0,1,0,0,90.43571428571428,0,1,0
0,0,0,1,1,0,0,0,0,0,0,0,1,19.3,0,0,1,1,0,0,0,0,22.521875,0,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,70.2,0,1,0,0,0,0,1,0,74.75,0,0,0
1,0,1,1,1,0,0,0,0,0,0,0,1,69.75,1,1,0,0,0,0,0,0,73.371875,1,0,0
0,0,0,0,1,0,1,0,0,1,0,0,0,54.25,0,0,0,1,0,0,0,0,55.96875,0,0,1
0,0,1,1,1,1,0,0,1,0,1,1,1,99.3,0,1,0,0,0,0,0,0,97.90581395348836,1,1,0
0,0,0,0,1,1,1,0,1,1,1,0,0,74.0,0,0,0,1,0,1,0,0,74.57019230769231,1,1,1
1,0,0,0,1,0,0,0,0,1,0,0,1,50.25,0,0,0,0,0,0,0,1,50.76666666666667,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,1,19.8,0,0,1,1,0,0,0,1,19.731034482758623,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,19.65,1,0,1,0,0,0,0,1,19.65,0,0,0
1,1,0,0,0,0,0,0,1,1,0,1,1,43.65,1,0,0,0,0,0,1,0,43.9125,0,1,0
0,0,1,1,0,0,0,0,0,0,0,1,1,35.5,0,0,0,0,0,1,0,0,34.54375,0,1,0
0,0,0,0,1,1,0,0,1,1,1,1,1,80.75,0,0,0,1,0,0,0,1,80.21625,1,1,0
0,0,0,0,0,0,0,0,1,0,0,1,0,39.5,1,0,0,0,0,0,1,0,42.15,0,1,0
1,0,1,0,1,1,0,0,0,0,1,1,1,97.1,1,1,0,0,0,0,0,0,92.67375,1,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,19.55,0,0,1,1,0,0,0,1,17.243055555555557,1,0,0
0,0,0,0,1,0,0,0,0,0,0,1,1,80.0,1,1,0,0,0,0,1,0,82.5,0,1,0
0,0,0,0,1,0,1,0,0,0,1,0,1,84.7,1,1,0,0,0,0,0,1,83.205,0,1,1
1,0,1,1,1,0,0,0,0,0,1,1,1,89.55,1,1,0,0,0,0,0,0,92.775,0,1,0
1,0,0,0,1,1,0,0,0,1,1,0,1,90.6,1,1,0,0,0,0,1,0,84.48695652173913,0,1,0
1,0,1,1,1,0,0,0,0,0,0,0,1,20.05,0,0,1,1,0,0,0,0,19.457692307692305,1,0,0
0,1,1,0,1,1,1,1,1,0,1,1,1,112.4,0,1,0,0,1,0,1,0,111.76180555555555,1,1,1
0,0,1,0,1,0,0,0,0,1,0,0,0,50.2,0,0,0,0,0,0,0,0,53.391176470588235,1,0,0
1,0,0,0,1,0,1,0,0,1,1,0,0,62.25,0,0,0,0,0,0,0,0,61.295,0,1,1
0,0,0,0,1,0,1,0,0,1,0,0,0,55.7,0,0,0,1,0,0,0,1,56.79642857142857,0,0,1
0,0,0,0,1,1,1,0,0,0,1,0,1,90.05,1,1,0,0,0,0,0,0,94.33913043478262,0,1,1
1,0,1,0,1,0,0,0,0,0,0,0,0,19.65,0,0,1,0,1,0,0,1,20.70425531914894,1,0,0
1,0,1,0,1,0,1,0,0,1,0,1,1,89.25,0,1,0,0,0,0,1,0,92.09166666666665,0,1,1
1,0,1,0,1,1,0,1,0,0,1,1,1,99.05,1,1,0,0,0,0,0,0,99.0561224489796,1,1,1
1,1,0,0,1,0,1,0,0,1,0,0,0,54.0,0,0,0,1,0,0,0,1,52.795,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,69.75,1,1,0,0,0,0,0,0,72.275,0,0,0
0,0,0,0,1,0,0,1,0,0,0,0,1,49.05,1,0,0,0,0,1,0,0,45.55,0,0,1
1,0,0,0,0,0,0,0,1,1,1,1,0,56.75,0,0,0,0,1,0,0,0,59.31136363636363,0,1,0
1,0,0,0,1,1,0,0,1,0,1,1,1,98.05,1,1,0,0,0,0,0,0,101.85714285714286,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,21.1,0,0,1,0,0,0,0,1,21.1,0,0,0
0,0,1,1,1,1,0,1,0,1,0,1,1,96.65,0,1,0,0,0,0,0,0,94.58983050847458,1,1,1
0,0,1,1,1,1,0,0,0,0,0,0,1,24.5,0,0,1,1,0,1,0,0,25.82586206896552,1,0,0
0,0,0,0,1,1,1,1,1,1,1,1,1,114.5,1,1,0,0,0,0,0,0,110.42560975609756,1,1,1
0,1,0,0,1,1,0,1,0,0,0,0,1,79.2,0,1,0,0,1,1,0,0,77.80254237288136,1,0,1
0,0,1,1,1,0,0,0,0,0,0,0,1,69.55,0,1,0,0,0,0,1,0,66.73333333333333,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,1,20.05,0,0,1,0,1,0,0,0,19.2015625,1,0,0
1,1,1,0,1,1,0,0,1,0,1,1,1,98.85,0,1,0,0,0,0,1,0,99.23695652173912,1,1,0
1,0,1,1,1,1,0,0,0,0,0,0,0,25.75,0,0,1,0,1,0,0,1,1397.475,0,0,0
1,0,0,0,1,0,0,0,0,0,0,1,1,80.95,1,1,0,0,0,0,1,0,85.575,0,1,0
0,0,1,1,1,0,0,0,0,0,0,0,0,19.6,0,0,1,1,0,1,0,0,19.46923076923077,1,0,0
0,1,0,0,1,0,0,0,1,0,0,0,1,74.3,1,1,0,0,0,0,1,0,72.33461538461539,0,0,0
0,1,0,0,1,0,0,0,0,0,1,1,0,89.7,1,1,0,0,0,0,0,0,95.24545454545455,0,1,0
1,0,0,0,1,1,1,0,0,1,0,0,0,87.65,0,1,0,0,0,0,0,0,86.45,1,0,1
1,1,1,0,1,1,0,0,1,0,1,1,1,100.45,1,1,0,0,0,1,0,0,95.43823529411765,0,1,0
0,0,0,0,1,1,0,0,0,0,0,0,1,74.75,0,1,0,0,0,1,0,0,70.584375,0,0,0
0,0,0,0,1,1,1,1,1,0,1,1,0,107.45,0,1,0,1,0,0,0,0,111.39019607843136,1,1,1
1,0,0,0,1,0,0,0,1,1,1,1,1,75.35,0,0,0,1,0,0,0,0,77.37586206896552,1,1,0
1,0,1,0,1,0,1,1,1,1,0,0,0,64.95,0,0,0,0,1,1,0,0,64.61785714285715,1,0,1
0,0,1,1,1,1,1,0,1,1,0,1,0,100.45,0,1,0,0,1,0,1,0,100.84084507042253,1,1,1
1,0,1,1,1,1,0,1,1,0,1,0,0,68.5,0,0,0,1,0,0,0,0,69.2670731707317,1,1,1
1,0,0,0,1,0,0,0,0,0,1,0,1,80.55,0,1,0,0,0,0,1,0,80.55,0,1,0
0,0,1,0,1,0,1,0,1,1,1,1,0,81.25,0,0,0,0,0,0,0,0,82.87142857142858,0,1,1
1,0,1,1,1,0,0,0,0,0,1,1,1,90.4,1,1,0,1,0,0,1,0,87.14399999999999,1,1,0
1,0,1,1,1,1,1,1,0,1,0,0,0,89.55,0,1,0,1,0,0,1,0,90.12761194029851,1,0,1
1,0,1,1,1,1,0,0,0,1,0,0,1,55.7,0,0,0,0,0,0,0,1,51.879999999999995,0,0,0
1,0,0,1,1,1,0,0,0,0,0,0,1,24.8,0,0,1,0,0,0,1,0,21.61,0,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,20.0,0,0,1,0,0,0,1,0,20.8825,0,0,0
1,0,1,1,1,0,0,1,1,0,0,0,1,56.15,1,0,0,0,0,0,0,1,56.050000000000004,0,0,1
1,0,1,1,1,1,0,1,0,1,1,1,1,105.2,0,1,0,1,0,0,1,0,104.40462962962964,1,1,1
1,0,0,0,1,0,0,0,0,0,0,0,1,19.55,0,0,1,1,0,0,0,1,19.985714285714284,1,0,0
0,0,1,0,1,0,0,0,0,0,0,1,1,79.75,0,1,0,0,0,0,1,0,85.45555555555556,0,1,0
0,0,0,0,1,1,0,1,0,0,1,1,0,97.45,0,1,0,0,1,0,0,0,99.25396825396825,1,1,1
0,0,1,0,1,1,0,0,0,0,0,0,0,24.25,0,0,1,0,1,0,0,0,23.794202898550726,1,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,24.6,0,0,1,0,1,1,0,0,24.319565217391304,1,0,0
1,0,1,0,1,0,0,1,0,0,0,0,1,50.15,0,0,0,0,0,0,0,1,51.4625,1,0,1
1,0,0,0,0,0,1,1,1,0,0,0,0,39.6,0,0,0,0,1,0,0,0,40.40833333333333,1,0,1
0,0,0,0,1,0,1,0,1,1,0,1,1,94.4,1,1,0,0,0,0,0,0,96.8,0,1,1
0,1,0,0,1,1,1,1,1,1,1,1,0,89.85,0,0,0,0,1,0,0,1,88.64014084507042,1,1,1
0,0,1,0,1,1,0,0,1,0,0,0,1,78.95,1,1,0,0,0,1,0,0,76.7472972972973,1,0,0
1,0,1,0,1,1,0,1,0,0,1,1,1,98.85,0,1,0,0,0,1,0,0,98.309375,1,1,1
1,0,0,0,1,1,0,0,0,1,0,0,1,53.85,0,0,0,0,1,1,0,0,56.42820512820512,1,0,0
0,0,0,0,1,1,0,0,0,0,0,0,1,24.25,0,0,1,1,0,0,1,0,24.063157894736843,1,0,0
1,0,0,0,1,1,0,0,1,0,0,1,1,89.45,0,1,0,0,1,1,0,0,88.03365384615384,1,1,0
0,0,1,1,1,1,1,1,0,0,1,1,1,105.25,0,1,0,0,0,1,0,0,104.11458333333333,1,1,1
1,0,1,1,0,0,1,0,1,1,1,1,0,59.5,0,0,0,0,1,0,0,0,59.21142857142858,1,1,1
1,0,0,0,1,0,0,0,0,0,0,0,0,70.55,0,1,0,0,0,1,0,0,74.6775,0,0,0
0,0,0,0,1,1,1,0,1,1,1,1,1,82.5,0,0,0,1,0,1,0,0,83.58200000000001,1,1,1
0,0,0,0,0,0,0,0,0,0,1,1,1,44.85,1,0,0,1,0,1,0,0,47.02894736842105,0,1,0
1,0,1,1,1,0,1,1,1,0,0,0,1,61.6,0,0,0,1,0,0,0,0,64.44,1,0,1
1,0,0,0,1,0,0,1,0,0,0,0,1,49.05,0,0,0,0,0,0,0,0,49.42083333333333,0,0,1
1,1,1,0,1,1,0,1,1,0,1,1,1,105.65,1,1,0,0,0,0,1,0,109.86666666666667,1,1,1
1,0,0,0,1,0,0,0,1,0,0,0,0,74.65,1,1,0,0,0,0,0,1,77.79285714285713,0,0,0
0,0,1,1,1,0,1,1,1,1,0,0,1,66.25,0,0,0,1,0,0,0,1,66.68695652173913,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,1,19.4,0,0,1,0,0,0,1,0,19.62222222222222,1,0,0
1,1,0,0,1,1,0,0,0,0,1,0,1,86.05,0,1,0,0,0,1,0,0,82.2468085106383,1,1,0
1,0,1,1,1,0,0,0,0,0,0,0,1,19.15,0,0,1,0,1,1,0,0,19.83653846153846,1,0,0
0,0,1,0,1,1,1,0,0,0,1,0,1,64.7,1,0,0,0,0,0,0,0,67.21428571428571,0,1,1
0,1,1,0,1,1,0,0,1,1,1,1,1,104.05,1,1,0,0,0,0,0,0,103.05909090909091,0,1,0
1,0,0,1,1,0,0,0,0,0,0,0,0,19.25,0,0,1,0,0,0,0,1,24.175,0,0,0
0,0,1,1,1,0,1,1,0,0,0,0,0,81.95,0,1,0,0,0,0,1,0,79.6173076923077,1,0,1
0,1,1,0,1,1,1,1,1,1,1,1,1,114.65,0,1,0,0,1,0,0,0,115.74930555555557,1,1,1
0,0,1,1,1,0,0,0,0,0,0,0,0,20.0,0,0,1,0,1,1,0,0,19.194444444444443,1,0,0
1,0,1,1,1,0,0,0,0,0,0,0,0,19.8,0,0,1,0,1,0,0,1,19.66549295774648,1,0,0
1,0,1,1,1,1,1,0,0,0,1,0,1,65.15,0,0,0,0,0,0,0,0,65.75909090909092,0,1,1
1,1,1,0,1,0,0,0,0,0,0,0,0,19.65,0,0,1,1,0,0,0,1,16.33214285714286,0,0,0
0,0,0,1,1,1,1,1,1,1,1,1,0,88.95,0,0,0,0,1,1,0,0,89.36538461538461,0,1,1
1,0,0,1,1,0,0,0,0,0,0,0,1,20.2,0,0,1,0,0,0,0,1,16.391666666666666,0,0,0
1,1,1,1,1,1,0,0,0,0,0,0,1,75.2,0,1,0,0,0,1,0,0,70.48181818181818,0,0,0
1,0,1,0,1,1,0,1,0,0,0,0,0,56.8,0,0,0,0,0,1,0,0,59.70277777777778,0,0,1
1,0,0,0,0,0,0,0,0,0,0,1,1,35.55,1,0,0,0,0,0,1,0,35.55,0,1,0
0,0,1,0,1,0,1,0,0,0,0,0,1,75.5,0,1,0,0,0,0,0,0,72.646875,1,0,1
1,0,0,0,0,0,1,0,0,1,0,0,0,35.6,0,0,0,1,0,0,0,1,36.98620689655172,1,0,1
0,0,0,0,1,1,0,0,0,0,1,0,1,60.25,0,0,0,0,0,0,1,0,56.833333333333336,0,1,0
0,0,0,0,1,1,0,0,0,0,1,1,1,95.15,1,1,0,0,0,0,1,0,98.45,0,1,0
1,0,1,1,1,0,0,0,1,0,1,1,1,96.65,1,1,0,0,0,0,0,1,89.44999999999999,0,1,0
0,0,0,0,0,0,0,1,0,0,0,1,1,40.35,0,0,0,0,0,0,1,0,40.923170731707316,1,1,1
0,0,0,0,1,0,0,0,0,0,0,0,0,18.85,0,0,1,0,0,0,1,0,18.85,0,0,0
1,0,0,0,1,0,0,0,0,0,1,0,0,54.85,0,0,0,0,0,0,0,1,52.91428571428571,0,1,0
0,0,1,0,1,0,1,0,1,0,1,0,1,64.3,0,0,0,1,0,0,0,1,65.58846153846153,1,1,1
0,0,1,1,1,1,0,0,0,0,0,0,1,24.65,0,0,1,0,1,0,0,0,25.306666666666665,1,0,0
1,0,1,0,1,1,0,1,1,1,1,0,0,76.1,0,0,0,0,1,1,0,0,75.20357142857142,1,1,1
0,0,0,0,1,0,0,0,0,0,0,0,0,18.7,0,0,1,0,1,0,0,1,18.975471698113207,1,0,0
0,1,1,0,1,1,0,1,1,0,1,0,1,97.95,0,1,0,1,0,1,0,0,95.7508064516129,1,1,1
0,0,1,0,1,1,1,1,0,0,0,1,1,94.1,0,1,0,0,0,1,0,0,91.265,1,1,1
